AlertKey,TransactionKey,DateKey,AlertDateKey,CustomerKey,RuleKey,CorridorKey,ChannelKey,ProductKey,AlertAmountUSD,RiskScore,Severity,AlertStatus,IsFalsePositive,IsTruePositive,EscalatedToCase,CaseKey,ClosedDateKey,HoursToDisposition
AL004781,T0025938,20250606,20250608,C0026,R005,COR009,CH005,PR007,6711.47,99,Critical,Closed True Positive,Y,N,Y,CA004781,20250620.0,289.0
AL004782,T0025940,20250309,20250310,C0160,R005,COR009,CH005,PR004,13535.34,70,Medium,Escalated,N,Y,Y,CA004782,,
AL004783,T0025941,20251128,20251130,C0011,R001,COR011,CH004,PR004,23904.05,78,High,SAR Filed,N,Y,Y,CA004783,20251208.0,200.0
AL004784,T0025942,20250107,20250107,C0132,R008,COR010,CH002,PR004,11545.83,83,High,SAR Filed,N,Y,Y,CA004784,20250110.0,79.0
AL004785,T0025947,20250802,20250802,C0064,R001,COR003,CH008,PR008,24621.07,99,Critical,SAR Filed,N,Y,Y,CA004785,20250804.0,49.0
AL004786,T0025948,20250922,20250922,C0092,R009,COR003,CH008,PR007,17954.55,77,High,In Review,N,Y,Y,CA004786,,
AL004787,T0025951,20250823,20250825,C0150,R005,COR007,CH005,PR001,9797.43,80,High,Escalated,N,Y,Y,CA004787,,
AL004788,T0025955,20250206,20250208,C0068,R002,COR001,CH005,PR006,6342.59,70,Medium,In Review,Y,N,N,,,
AL004789,T0025957,20251026,20251026,C0032,R001,COR004,CH005,PR003,16418.33,89,Critical,SAR Filed,N,Y,Y,CA004789,20251108.0,313.0
AL004790,T0025962,20260117,20260119,C0150,R003,COR012,CH008,PR004,25479.45,72,Medium,Escalated,N,Y,Y,CA004790,,
AL004791,T0025970,20251207,20251208,C0175,R006,COR005,CH001,PR001,3787.93,77,High,Closed True Positive,N,Y,N,,20251212.0,110.0
AL004792,T0025981,20260205,20260207,C0024,R007,COR005,CH008,PR008,17202.17,71,Medium,Closed False Positive,Y,N,N,,20260214.0,176.0
AL004793,T0025982,20250226,20250228,C0045,R009,COR007,CH008,PR007,24730.58,80,High,Closed False Positive,Y,N,N,,20250309.0,222.0
AL004794,T0025993,20250209,20250209,C0124,R007,COR010,CH007,PR005,25047.65,80,High,In Review,Y,N,N,,,
AL004795,T0025994,20250907,20250909,C0062,R010,COR004,CH008,PR002,299488.45,81,High,Closed False Positive,Y,N,N,,20250921.0,292.0
AL004796,T0026003,20251209,20251209,C0043,R009,COR004,CH008,PR006,11000.0,60,Medium,In Review,Y,N,N,,,
AL004797,T0026015,20250430,20250501,C0121,R001,COR006,CH006,PR007,41239.53,86,High,SAR Filed,N,Y,Y,CA004797,20250506.0,126.0
AL004798,T0026019,20260504,20260504,C0001,R009,COR011,CH004,PR003,3094.23,85,High,Escalated,N,Y,Y,CA004798,,
AL004799,T0026029,20260107,20260109,C0009,R009,COR002,CH002,PR005,13924.89,79,High,New,Y,N,N,,,
AL004800,T0026033,20251018,20251019,C0080,R007,COR004,CH007,PR002,2799.69,83,High,Closed True Positive,N,Y,N,,20251027.0,196.0
AL004801,T0026039,20251217,20251218,C0010,R004,COR012,CH005,PR003,11292.69,75,High,Closed False Positive,Y,N,N,,20251227.0,224.0
AL004802,T0026047,20251022,20251023,C0147,R005,COR006,CH006,PR001,1750000.0,98,Critical,SAR Filed,N,Y,Y,CA004802,20251025.0,55.0
AL004803,T0026048,20260101,20260101,C0062,R008,COR009,CH008,PR001,20356.12,71,Medium,Closed False Positive,Y,N,N,,20260105.0,105.0
AL004804,T0026050,20250511,20250512,C0064,R002,COR002,CH005,PR006,21296.31,98,Critical,Escalated,N,Y,Y,CA004804,,
AL004805,T0026051,20260520,20260522,C0143,R004,COR001,CH003,PR006,25113.82,62,Medium,In Review,N,Y,Y,CA004805,,
AL004806,T0026053,20260225,20260225,C0035,R005,COR011,CH001,PR006,23000.0,87,High,In Review,N,Y,N,,,
AL004807,T0026081,20251127,20251128,C0162,R004,COR011,CH008,PR003,11064.91,99,Critical,Escalated,Y,N,Y,CA004807,,
AL004808,T0026088,20250116,20250118,C0088,R006,COR009,CH006,PR004,273989.72,83,High,SAR Filed,N,Y,Y,CA004808,20250119.0,27.0
AL004809,T0026089,20250128,20250128,C0112,R003,COR010,CH007,PR004,32000.0,81,High,SAR Filed,N,Y,Y,CA004809,20250208.0,276.0
AL004810,T0026090,20260207,20260207,C0045,R005,COR009,CH002,PR008,5690.33,74,High,In Review,N,Y,N,,,
AL004811,T0026092,20260528,20260528,C0140,R009,COR003,CH004,PR006,39874.92,95,Critical,Escalated,N,Y,Y,CA004811,,
AL004812,T0026097,20250125,20250127,C0081,R003,COR007,CH006,PR006,168408.74,99,Critical,SAR Filed,N,Y,Y,CA004812,20250205.0,229.0
AL004813,T0026098,20251021,20251022,C0075,R007,COR011,CH005,PR003,14353.22,89,Critical,Escalated,Y,N,Y,CA004813,,
AL004814,T0026100,20251129,20251130,C0044,R001,COR001,CH006,PR008,342000.0,91,Critical,SAR Filed,N,Y,Y,CA004814,20251207.0,175.0
AL004815,T0026102,20250827,20250829,C0003,R001,COR010,CH001,PR002,20000.0,76,High,In Review,Y,N,N,,,
AL004816,T0026117,20260531,20260531,C0149,R004,COR012,CH008,PR007,26492.48,77,High,Closed False Positive,Y,N,N,,20260612.0,303.0
AL004817,T0026125,20251127,20251128,C0103,R003,COR011,CH006,PR004,1357.26,81,High,Closed True Positive,N,Y,N,,20251209.0,276.0
AL004818,T0026131,20250119,20250119,C0081,R003,COR011,CH003,PR005,94000.0,95,Critical,SAR Filed,N,Y,Y,CA004818,20250127.0,200.0
AL004819,T0026132,20251101,20251102,C0095,R010,COR001,CH005,PR003,61648.82,80,High,SAR Filed,N,Y,Y,CA004819,20251114.0,296.0
AL004820,T0026139,20250925,20250925,C0101,R005,COR002,CH008,PR008,429177.57,99,Critical,SAR Filed,N,Y,Y,CA004820,20251003.0,197.0
AL004821,T0026143,20250804,20250805,C0172,R005,COR005,CH005,PR007,17223.52,87,High,In Review,N,Y,N,,,
AL004822,T0026145,20250923,20250923,C0014,R001,COR004,CH002,PR005,344938.55,82,High,In Review,N,Y,N,,,
AL004823,T0026156,20250527,20250527,C0030,R009,COR001,CH008,PR001,60194.54,73,Medium,In Review,N,Y,N,,,
AL004824,T0026159,20250618,20250620,C0053,R009,COR007,CH006,PR003,108283.21,82,High,SAR Filed,N,Y,Y,CA004824,20250625.0,121.0
AL004825,T0026160,20251111,20251112,C0065,R008,COR003,CH004,PR007,9412.15,74,High,Closed False Positive,Y,N,N,,20251125.0,327.0
AL004826,T0026172,20250220,20250222,C0171,R005,COR005,CH005,PR001,27328.55,65,Medium,In Review,N,Y,N,,,
AL004827,T0026183,20250421,20250423,C0081,R009,COR011,CH003,PR007,7874.42,90,Critical,Escalated,N,Y,Y,CA004827,,
AL004828,T0026184,20250306,20250308,C0090,R003,COR006,CH003,PR006,2938.49,86,High,In Review,N,Y,N,,,
AL004829,T0026189,20260408,20260409,C0083,R001,COR004,CH006,PR008,175000.0,94,Critical,SAR Filed,N,Y,Y,CA004829,20260421.0,294.0
AL004830,T0026194,20260228,20260302,C0145,R002,COR005,CH005,PR001,26000.0,84,High,SAR Filed,N,Y,Y,CA004830,20260303.0,35.0
AL004831,T0026196,20250730,20250730,C0056,R001,COR007,CH006,PR004,176000.0,97,Critical,Escalated,Y,N,Y,CA004831,,
AL004832,T0026197,20250311,20250311,C0112,R002,COR004,CH005,PR005,18000.0,84,High,SAR Filed,N,Y,Y,CA004832,20250323.0,293.0
AL004833,T0026200,20260515,20260517,C0154,R009,COR007,CH008,PR003,76080.75,81,High,In Review,N,Y,N,,,
AL004834,T0026201,20250315,20250316,C0151,R002,COR002,CH004,PR005,12992.97,85,High,Closed True Positive,N,Y,N,,20250318.0,54.0
AL004835,T0026204,20250928,20250928,C0060,R001,COR002,CH006,PR003,13000.0,82,High,SAR Filed,N,Y,Y,CA004835,20251013.0,369.0
AL004836,T0026207,20260313,20260313,C0037,R001,COR007,CH006,PR002,7938.57,75,High,Closed False Positive,Y,N,N,,20260322.0,230.0
AL004837,T0026209,20260122,20260123,C0143,R001,COR012,CH004,PR008,2262.69,67,Medium,Escalated,N,Y,Y,CA004837,,
AL004838,T0026213,20251230,20260101,C0079,R001,COR004,CH002,PR003,93022.59,69,Medium,Closed True Positive,N,Y,N,,20260107.0,154.0
AL004839,T0026217,20250125,20250126,C0021,R001,COR012,CH008,PR005,92861.71,79,High,SAR Filed,N,Y,Y,CA004839,20250202.0,181.0
AL004840,T0026225,20250607,20250609,C0081,R007,COR011,CH002,PR003,100944.37,94,Critical,SAR Filed,N,Y,Y,CA004840,20250622.0,316.0
AL004841,T0026238,20250709,20250710,C0044,R003,COR011,CH008,PR005,48854.41,98,Critical,SAR Filed,N,Y,Y,CA004841,20250722.0,296.0
AL004842,T0026240,20250122,20250124,C0006,R001,COR009,CH008,PR004,54784.2,71,Medium,SAR Filed,N,Y,Y,CA004842,20250126.0,58.0
AL004843,T0026241,20250708,20250709,C0172,R004,COR002,CH002,PR007,9590.97,99,Critical,Escalated,Y,N,Y,CA004843,,
AL004844,T0026249,20250905,20250907,C0157,R001,COR007,CH008,PR008,107163.34,96,Critical,SAR Filed,N,Y,Y,CA004844,20250917.0,251.0
AL004845,T0026258,20250309,20250311,C0040,R005,COR010,CH002,PR006,137957.52,94,Critical,SAR Filed,N,Y,Y,CA004845,20250321.0,244.0
AL004846,T0026262,20250606,20250606,C0064,R002,COR012,CH006,PR006,307773.25,98,Critical,SAR Filed,N,Y,Y,CA004846,20250619.0,319.0
AL004847,T0026268,20250911,20250912,C0090,R005,COR011,CH004,PR007,4089.84,92,Critical,In Review,Y,N,Y,CA004847,,
AL004848,T0026276,20260314,20260316,C0053,R008,COR011,CH003,PR006,36000.0,85,High,SAR Filed,N,Y,Y,CA004848,20260317.0,30.0
AL004849,T0026277,20260513,20260513,C0003,R001,COR010,CH003,PR002,9000.0,91,Critical,SAR Filed,N,Y,Y,CA004849,20260518.0,127.0
AL004850,T0026282,20250331,20250331,C0087,R001,COR011,CH005,PR001,5188.65,68,Medium,New,Y,N,N,,,
AL004851,T0026293,20250209,20250211,C0020,R003,COR006,CH004,PR008,5183.91,95,Critical,SAR Filed,N,Y,Y,CA004851,20250214.0,80.0
AL004852,T0026294,20250223,20250225,C0165,R006,COR010,CH008,PR008,87419.24,99,Critical,Escalated,N,Y,Y,CA004852,,
AL004853,T0026295,20250920,20250922,C0043,R003,COR006,CH008,PR006,27115.96,79,High,SAR Filed,N,Y,Y,CA004853,20250926.0,109.0
AL004854,T0026300,20250901,20250903,C0091,R003,COR011,CH001,PR007,4093.35,68,Medium,Closed False Positive,Y,N,N,,20250907.0,98.0
AL004855,T0026303,20250921,20250922,C0091,R001,COR003,CH002,PR005,26372.61,76,High,Closed False Positive,Y,N,N,,20251005.0,315.0
AL004856,T0026305,20251010,20251010,C0055,R007,COR001,CH001,PR002,24267.07,60,Medium,SAR Filed,N,Y,Y,CA004856,20251019.0,219.0
AL004857,T0026311,20250713,20250714,C0158,R003,COR001,CH005,PR005,34000.0,75,High,Closed True Positive,N,Y,N,,20250720.0,149.0
AL004858,T0026313,20251224,20251226,C0003,R001,COR009,CH008,PR007,72000.0,94,Critical,SAR Filed,N,Y,Y,CA004858,20260109.0,337.0
AL004859,T0026318,20260201,20260201,C0099,R010,COR007,CH006,PR004,23610.15,86,High,Closed False Positive,Y,N,N,,20260215.0,339.0
AL004860,T0026319,20260423,20260424,C0016,R010,COR009,CH004,PR006,20287.14,82,High,In Review,N,Y,N,,,
AL004861,T0026325,20251110,20251112,C0117,R010,COR009,CH008,PR001,29725.17,69,Medium,Closed True Positive,N,Y,Y,CA004861,20251126.0,341.0
AL004862,T0026326,20250513,20250513,C0157,R003,COR007,CH004,PR003,11620.08,66,Medium,In Review,Y,N,N,,,
AL004863,T0026336,20250914,20250914,C0024,R008,COR004,CH006,PR002,15313.13,80,High,In Review,N,Y,N,,,
AL004864,T0026350,20260501,20260502,C0180,R005,COR002,CH001,PR008,38390.56,64,Medium,Closed True Positive,N,Y,Y,CA004864,20260510.0,201.0
AL004865,T0026351,20250215,20250215,C0001,R001,COR011,CH008,PR002,43084.75,99,Critical,Escalated,Y,N,Y,CA004865,,
AL004866,T0026357,20250826,20250826,C0164,R008,COR009,CH001,PR002,12000.0,92,Critical,Escalated,N,Y,Y,CA004866,,
AL004867,T0026365,20260507,20260507,C0073,R001,COR005,CH008,PR005,7132.35,63,Medium,In Review,N,Y,N,,,
AL004868,T0026369,20250904,20250906,C0076,R007,COR012,CH004,PR008,21903.8,84,High,Escalated,N,Y,Y,CA004868,,
AL004869,T0026374,20260209,20260210,C0138,R006,COR002,CH003,PR008,13979.12,67,Medium,New,Y,N,N,,,
AL004870,T0026387,20251230,20251230,C0101,R003,COR011,CH008,PR006,74577.24,94,Critical,In Review,Y,N,Y,CA004870,,
AL004871,T0026391,20250414,20250416,C0034,R006,COR011,CH005,PR008,76574.92,90,Critical,Escalated,Y,N,Y,CA004871,,
AL004872,T0026399,20251221,20251221,C0132,R004,COR011,CH005,PR002,2563.93,79,High,Closed False Positive,Y,N,N,,20251228.0,172.0
AL004873,T0026401,20260316,20260316,C0174,R008,COR012,CH006,PR008,318516.17,80,High,In Review,Y,N,N,,,
AL004874,T0026404,20250928,20250929,C0064,R005,COR009,CH002,PR008,17058.2,83,High,SAR Filed,N,Y,Y,CA004874,20251012.0,322.0
AL004875,T0026414,20250513,20250514,C0153,R005,COR005,CH002,PR003,36821.29,80,High,SAR Filed,N,Y,Y,CA004875,20250527.0,318.0
AL004876,T0026418,20251220,20251222,C0012,R008,COR010,CH007,PR002,79170.57,73,Medium,In Review,N,Y,Y,CA004876,,
AL004877,T0026423,20251130,20251201,C0066,R009,COR009,CH006,PR004,6445.38,78,High,Escalated,N,Y,Y,CA004877,,
AL004878,T0026424,20250512,20250514,C0001,R009,COR009,CH008,PR007,52830.27,92,Critical,SAR Filed,N,Y,Y,CA004878,20250526.0,297.0
AL004879,T0026426,20260318,20260320,C0142,R009,COR008,CH007,PR007,6595.96,66,Medium,Closed True Positive,N,Y,N,,20260328.0,205.0
AL004880,T0026428,20250425,20250425,C0133,R001,COR010,CH006,PR007,26966.08,73,Medium,Closed True Positive,N,Y,N,,20250507.0,301.0
AL004881,T0026437,20260324,20260324,C0110,R008,COR011,CH002,PR005,208263.88,94,Critical,Escalated,N,Y,Y,CA004881,,
AL004882,T0026445,20250215,20250215,C0053,R006,COR012,CH005,PR004,73741.05,96,Critical,Escalated,N,Y,Y,CA004882,,
AL004883,T0026453,20260419,20260420,C0053,R003,COR007,CH003,PR006,302000.0,84,High,Closed False Positive,Y,N,N,,20260426.0,158.0
AL004884,T0026456,20260522,20260523,C0157,R002,COR009,CH008,PR001,428000.0,92,Critical,Closed True Positive,Y,N,Y,CA004884,20260531.0,197.0
AL004885,T0026477,20250305,20250307,C0133,R001,COR012,CH003,PR007,20626.92,66,Medium,In Review,N,Y,N,,,
AL004886,T0026478,20260418,20260418,C0046,R001,COR010,CH006,PR005,16537.18,69,Medium,Closed False Positive,Y,N,N,,20260423.0,124.0
AL004887,T0026488,20250905,20250907,C0018,R005,COR001,CH005,PR007,10000.0,66,Medium,Closed False Positive,Y,N,N,,20250908.0,29.0
AL004888,T0026494,20250607,20250607,C0047,R001,COR007,CH002,PR004,1818.17,71,Medium,Closed False Positive,Y,N,N,,20250612.0,130.0
AL004889,T0026504,20250905,20250906,C0085,R003,COR006,CH004,PR005,790.21,69,Medium,Closed True Positive,N,Y,Y,CA004889,20250916.0,241.0
AL004890,T0026510,20251212,20251213,C0179,R009,COR004,CH008,PR003,87000.0,80,High,SAR Filed,N,Y,Y,CA004890,20251223.0,255.0
AL004891,T0026517,20250506,20250508,C0108,R005,COR004,CH005,PR003,5265.94,73,Medium,Closed False Positive,Y,N,N,,20250521.0,318.0
AL004892,T0026521,20260411,20260411,C0024,R008,COR006,CH004,PR008,42168.22,89,Critical,In Review,Y,N,Y,CA004892,,
AL004893,T0026527,20250926,20250926,C0104,R002,COR009,CH004,PR006,41212.92,82,High,Closed False Positive,Y,N,N,,20251004.0,207.0
AL004894,T0026528,20250902,20250902,C0128,R007,COR012,CH002,PR004,42822.39,90,Critical,Escalated,Y,N,Y,CA004894,,
AL004895,T0026536,20251116,20251118,C0128,R001,COR008,CH002,PR001,32782.84,82,High,Escalated,N,Y,Y,CA004895,,
AL004896,T0026541,20251028,20251029,C0071,R009,COR010,CH008,PR008,182696.94,81,High,Closed True Positive,N,Y,N,,20251113.0,374.0
AL004897,T0026549,20251204,20251204,C0149,R002,COR004,CH008,PR007,28000.0,91,Critical,SAR Filed,N,Y,Y,CA004897,20251216.0,296.0
AL004898,T0026562,20250607,20250607,C0055,R006,COR004,CH006,PR001,214085.49,74,High,Escalated,N,Y,Y,CA004898,,
AL004899,T0026563,20251128,20251128,C0118,R002,COR003,CH005,PR008,134000.0,99,Critical,SAR Filed,N,Y,Y,CA004899,20251129.0,37.0
AL004900,T0026567,20250131,20250131,C0110,R004,COR011,CH004,PR005,1549.77,64,Medium,In Review,Y,N,N,,,
AL004901,T0026576,20260401,20260401,C0122,R003,COR005,CH001,PR004,9810.79,72,Medium,Escalated,N,Y,Y,CA004901,,
AL004902,T0026587,20250912,20250913,C0082,R006,COR011,CH006,PR003,26000.0,87,High,Closed False Positive,Y,N,N,,20250917.0,103.0
AL004903,T0026616,20260520,20260521,C0116,R009,COR010,CH002,PR004,354923.53,99,Critical,SAR Filed,N,Y,Y,CA004903,20260526.0,134.0
AL004904,T0026619,20250619,20250620,C0140,R004,COR008,CH007,PR003,49802.89,92,Critical,Escalated,N,Y,Y,CA004904,,
AL004905,T0026627,20260430,20260430,C0019,R005,COR005,CH003,PR008,15718.15,69,Medium,Escalated,N,Y,Y,CA004905,,
AL004906,T0026630,20251004,20251006,C0025,R009,COR003,CH001,PR008,17038.17,84,High,Closed False Positive,Y,N,N,,20251012.0,149.0
AL004907,T0026632,20251003,20251003,C0035,R009,COR010,CH007,PR003,17971.38,75,High,In Review,N,Y,N,,,
AL004908,T0026637,20250302,20250302,C0069,R009,COR005,CH003,PR006,121157.57,90,Critical,SAR Filed,N,Y,Y,CA004908,20250308.0,154.0
AL004909,T0026650,20250428,20250430,C0052,R006,COR001,CH001,PR008,8875.43,64,Medium,In Review,Y,N,N,,,
AL004910,T0026654,20260117,20260118,C0096,R003,COR008,CH004,PR007,3798.56,84,High,In Review,N,Y,N,,,
AL004911,T0026656,20250822,20250823,C0022,R007,COR012,CH003,PR005,900.79,78,High,In Review,Y,N,N,,,
AL004912,T0026672,20260506,20260508,C0135,R001,COR004,CH004,PR008,133783.47,80,High,SAR Filed,N,Y,Y,CA004912,20260523.0,365.0
AL004913,T0026682,20250919,20250920,C0153,R009,COR004,CH001,PR004,8613.52,82,High,SAR Filed,N,Y,Y,CA004913,20250925.0,130.0
AL004914,T0026687,20260527,20260528,C0087,R005,COR001,CH005,PR007,6185.8,76,High,Closed True Positive,N,Y,N,,20260608.0,265.0
AL004915,T0026696,20260503,20260503,C0179,R007,COR009,CH002,PR002,6324.22,77,High,Closed False Positive,Y,N,N,,20260517.0,340.0
AL004916,T0026697,20250408,20250409,C0123,R003,COR011,CH006,PR008,130000.0,99,Critical,Escalated,N,Y,Y,CA004916,,
AL004917,T0026702,20260526,20260526,C0146,R001,COR011,CH008,PR007,11000.0,97,Critical,SAR Filed,N,Y,Y,CA004917,20260609.0,343.0
AL004918,T0026703,20250307,20250308,C0098,R002,COR004,CH006,PR006,44000.0,73,Medium,Closed True Positive,N,Y,Y,CA004918,20250314.0,151.0
AL004919,T0026712,20250514,20250516,C0156,R009,COR002,CH006,PR004,7529.4,86,High,Closed False Positive,Y,N,N,,20250528.0,300.0
AL004920,T0026715,20251227,20251227,C0030,R005,COR012,CH001,PR006,16719.1,82,High,Closed True Positive,N,Y,N,,20251229.0,50.0
AL004921,T0026717,20250306,20250306,C0073,R008,COR010,CH003,PR006,5926.45,86,High,Closed True Positive,N,Y,N,,20250309.0,78.0
AL004922,T0026720,20251111,20251112,C0029,R003,COR002,CH008,PR005,62195.4,71,Medium,Closed False Positive,Y,N,N,,20251119.0,169.0
AL004923,T0026733,20250926,20250927,C0021,R003,COR005,CH006,PR005,126000.0,90,Critical,Escalated,N,Y,Y,CA004923,,
AL004924,T0026737,20260221,20260223,C0062,R003,COR011,CH004,PR006,2011.27,76,High,Closed False Positive,Y,N,N,,20260302.0,174.0
AL004925,T0026741,20251120,20251122,C0030,R010,COR003,CH007,PR003,25000.0,77,High,Closed False Positive,Y,N,N,,20251129.0,180.0
AL004926,T0026744,20251129,20251201,C0012,R008,COR007,CH002,PR005,16731.12,66,Medium,In Review,Y,N,Y,CA004926,,
AL004927,T0026745,20250911,20250911,C0175,R001,COR011,CH002,PR004,83505.55,83,High,Closed True Positive,N,Y,N,,20250917.0,145.0
AL004928,T0026746,20251010,20251012,C0151,R001,COR006,CH007,PR004,1859.81,83,High,SAR Filed,N,Y,Y,CA004928,20251018.0,152.0
AL004929,T0026760,20260426,20260427,C0036,R004,COR010,CH008,PR004,110951.67,99,Critical,SAR Filed,N,Y,Y,CA004929,20260429.0,50.0
AL004930,T0026763,20251002,20251004,C0013,R005,COR005,CH007,PR008,19228.04,72,Medium,In Review,Y,N,N,,,
AL004931,T0026789,20250226,20250227,C0072,R001,COR012,CH007,PR006,9829.49,78,High,Closed True Positive,N,Y,N,,20250313.0,351.0
AL004932,T0026792,20250901,20250902,C0144,R001,COR012,CH003,PR006,3956.96,80,High,Escalated,N,Y,Y,CA004932,,
AL004933,T0026798,20260510,20260510,C0109,R008,COR006,CH004,PR004,10991.71,97,Critical,Escalated,Y,N,Y,CA004933,,
AL004934,T0026800,20250909,20250909,C0173,R001,COR001,CH008,PR003,92378.49,79,High,Closed False Positive,Y,N,N,,20250915.0,154.0
AL004935,T0026804,20260214,20260214,C0004,R004,COR003,CH003,PR007,37736.77,87,High,New,Y,N,N,,,
AL004936,T0026808,20251217,20251217,C0042,R004,COR012,CH005,PR004,3428.21,82,High,In Review,N,Y,N,,,
AL004937,T0026821,20250820,20250822,C0109,R005,COR003,CH005,PR001,3952.32,79,High,In Review,N,Y,N,,,
AL004938,T0026828,20251119,20251120,C0126,R003,COR009,CH007,PR008,7211.14,67,Medium,Closed False Positive,Y,N,N,,20251121.0,37.0
AL004939,T0026830,20260515,20260515,C0154,R006,COR004,CH006,PR005,30286.75,54,Low,New,Y,N,N,,,
AL004940,T0026835,20260513,20260513,C0101,R003,COR010,CH008,PR007,32785.31,96,Critical,SAR Filed,N,Y,Y,CA004940,20260524.0,269.0
AL004941,T0026838,20250307,20250309,C0027,R001,COR002,CH006,PR006,8021.77,85,High,In Review,Y,N,N,,,
AL004942,T0026841,20260308,20260308,C0051,R002,COR007,CH008,PR008,7558.34,86,High,Closed True Positive,N,Y,N,,20260312.0,109.0
AL004943,T0026859,20260530,20260531,C0006,R010,COR005,CH008,PR003,238650.37,81,High,Closed False Positive,Y,N,N,,20260602.0,59.0
AL004944,T0026868,20251225,20251226,C0085,R001,COR003,CH003,PR006,5354.36,80,High,Closed True Positive,N,Y,N,,20260103.0,206.0
AL004945,T0026875,20260325,20260327,C0092,R007,COR010,CH007,PR005,2964.53,76,High,In Review,N,Y,Y,CA004945,,
AL004946,T0026879,20251028,20251029,C0128,R002,COR012,CH002,PR003,21873.47,74,High,SAR Filed,N,Y,Y,CA004946,20251105.0,170.0
AL004947,T0026886,20250109,20250109,C0024,R009,COR002,CH008,PR006,37376.04,91,Critical,SAR Filed,N,Y,Y,CA004947,20250118.0,231.0
AL004948,T0026887,20251014,20251014,C0087,R006,COR001,CH006,PR006,33381.01,83,High,Closed False Positive,Y,N,N,,20251026.0,299.0
AL004949,T0026888,20250801,20250801,C0089,R003,COR008,CH002,PR002,99000.71,74,High,Closed True Positive,N,Y,N,,20250806.0,134.0
AL004950,T0026891,20260126,20260128,C0147,R005,COR010,CH001,PR004,30794.35,69,Medium,Closed True Positive,N,Y,N,,20260204.0,177.0
AL004951,T0026893,20250102,20250102,C0144,R005,COR001,CH002,PR007,58339.53,91,Critical,Escalated,N,Y,Y,CA004951,,
AL004952,T0026898,20260327,20260327,C0048,R001,COR011,CH003,PR004,76893.91,68,Medium,SAR Filed,N,Y,Y,CA004952,20260407.0,278.0
AL004953,T0026900,20260405,20260407,C0046,R008,COR009,CH002,PR006,5377.05,62,Medium,In Review,N,Y,N,,,
AL004954,T0026901,20260304,20260305,C0090,R003,COR007,CH008,PR003,73000.0,99,Critical,SAR Filed,N,Y,Y,CA004954,20260306.0,39.0
AL004955,T0026917,20250514,20250514,C0095,R004,COR001,CH005,PR002,74000.0,80,High,SAR Filed,N,Y,Y,CA004955,20250529.0,363.0
AL004956,T0026918,20250425,20250427,C0127,R005,COR010,CH005,PR008,15192.65,81,High,Closed True Positive,N,Y,N,,20250430.0,73.0
AL004957,T0026925,20260307,20260309,C0003,R004,COR003,CH003,PR008,4158.89,79,High,In Review,Y,N,N,,,
AL004958,T0026949,20250516,20250517,C0115,R003,COR002,CH004,PR005,8808.28,78,High,Closed False Positive,Y,N,N,,20250531.0,340.0
AL004959,T0026951,20250815,20250815,C0056,R001,COR002,CH006,PR005,60931.97,79,High,Escalated,N,Y,Y,CA004959,,
AL004960,T0026955,20260129,20260129,C0068,R006,COR008,CH003,PR004,8126.45,62,Medium,In Review,Y,N,N,,,
AL004961,T0026957,20251107,20251108,C0082,R010,COR008,CH005,PR006,14192.31,70,Medium,Closed True Positive,N,Y,Y,CA004961,20251115.0,182.0
