CaseKey,AlertKey,CreatedDateKey,ClosedDateKey,CustomerKey,RuleKey,CorridorKey,AnalystKey,CasePriority,CaseStatus,Outcome,SARFiled,SLAHours,AgeDays,HoursToClose,IsOverdue,CaseAmountUSD
CA005773,AL005773,20260207,20260208.0,C0116,R009,COR004,A002,P1,Closed,False Positive,N,24,2,42.0,Y,91124.42
CA005774,AL005774,20260308,20260315.0,C0033,R002,COR003,A007,P2,SAR Filed,SAR Filed,Y,48,8,182.0,Y,35818.61
CA005775,AL005775,20250927,20250927.0,C0164,R008,COR005,A004,P2,SAR Filed,SAR Filed,Y,48,1,21.0,N,16585.69
CA005777,AL005777,20250904,20250905.0,C0019,R007,COR003,A003,P1,Closed,False Positive,N,24,2,39.0,Y,10905.67
CA005779,AL005779,20250529,20250529.0,C0163,R009,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,445138.85
CA005781,AL005781,20250512,20250512.0,C0121,R004,COR007,A008,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,63988.22
CA005782,AL005782,20250220,20250224.0,C0044,R001,COR010,A004,P2,SAR Filed,SAR Filed,Y,48,5,101.0,Y,46831.34
CA005785,AL005785,20250923,20251009.0,C0090,R007,COR010,A008,P3,Closed,Confirmed Suspicious,N,96,17,402.0,Y,55000.0
CA005787,AL005787,20250219,20250221.0,C0084,R007,COR006,A006,P1,SAR Filed,SAR Filed,Y,24,3,54.0,Y,49531.64
CA005790,AL005790,20260325,20260327.0,C0057,R007,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,3,63.0,Y,15000.0
CA005791,AL005791,20251112,20251114.0,C0170,R001,COR004,A007,P3,Closed,Confirmed Suspicious,N,96,3,70.0,N,255663.88
CA005792,AL005792,20250816,20250817.0,C0094,R008,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,2,44.0,Y,230000.0
CA005793,AL005793,20260204,,C0172,R005,COR010,A008,P2,In Review,Pending,N,48,8,,Y,154526.01
CA005794,AL005794,20260509,20260509.0,C0109,R001,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,1,23.0,N,13885.12
CA005799,AL005799,20260602,20260602.0,C0145,R008,COR012,A001,P2,Closed,False Positive,N,48,1,21.0,N,75854.64
CA005803,AL005803,20260307,20260307.0,C0150,R009,COR007,A005,P2,SAR Filed,SAR Filed,Y,48,1,22.0,N,60039.67
CA005806,AL005806,20260510,20260511.0,C0119,R001,COR001,A006,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,31378.18
CA005807,AL005807,20260522,20260524.0,C0065,R003,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,3,52.0,Y,33149.3
CA005810,AL005810,20250126,20250126.0,C0177,R009,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,203506.05
CA005811,AL005811,20250328,,C0100,R006,COR008,A001,P3,Open,Pending,N,96,0,,N,34041.9
CA005812,AL005812,20260505,20260508.0,C0057,R007,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,4,91.0,Y,7147.92
CA005814,AL005814,20250317,20250317.0,C0041,R009,COR010,A002,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,39000.0
CA005817,AL005817,20251122,20251122.0,C0132,R009,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,829.16
CA005818,AL005818,20251020,20251020.0,C0125,R010,COR003,A008,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,77509.9
CA005819,AL005819,20251023,20251026.0,C0090,R001,COR007,A004,P1,SAR Filed,SAR Filed,Y,24,4,77.0,Y,11362.09
CA005820,AL005820,20251129,20251129.0,C0064,R005,COR012,A002,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,86579.21
CA005821,AL005821,20251219,20251225.0,C0177,R003,COR006,A008,P3,Closed,Confirmed Suspicious,N,96,7,162.0,Y,15021.56
CA005825,AL005825,20250608,20250608.0,C0081,R002,COR007,A002,P1,Closed,False Positive,N,24,1,16.0,N,18000.0
CA005826,AL005826,20250329,20250403.0,C0103,R005,COR002,A002,P2,SAR Filed,SAR Filed,Y,48,6,129.0,Y,18093.44
CA005827,AL005827,20260522,20260523.0,C0078,R006,COR002,A006,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,8207.29
CA005828,AL005828,20251126,20251126.0,C0169,R003,COR009,A006,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,35273.52
CA005829,AL005829,20251223,,C0007,R002,COR009,A007,P1,In Review,Pending,N,24,3,,Y,31699.39
CA005830,AL005830,20250604,20250604.0,C0151,R010,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,115000.0
CA005831,AL005831,20260222,20260225.0,C0049,R010,COR012,A002,P3,Closed,Confirmed Suspicious,N,96,4,75.0,N,34283.99
CA005834,AL005834,20260422,20260422.0,C0087,R009,COR001,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,11989.69
CA005835,AL005835,20250322,20250323.0,C0036,R004,COR012,A006,P3,SAR Filed,SAR Filed,Y,96,2,35.0,N,106868.48
CA005836,AL005836,20250803,20250803.0,C0068,R009,COR010,A002,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,32302.55
CA005839,AL005839,20251101,20251101.0,C0021,R003,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,1,17.0,N,3764.11
CA005840,AL005840,20260201,20260201.0,C0162,R006,COR011,A007,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,43549.6
CA005842,AL005842,20251231,20260101.0,C0047,R010,COR009,A003,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,7469.79
CA005843,AL005843,20260323,20260323.0,C0094,R002,COR004,A007,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,37000.0
CA005844,AL005844,20260318,20260321.0,C0177,R002,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,51000.0
CA005847,AL005847,20250504,20250504.0,C0148,R009,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,15000.0
CA005849,AL005849,20250701,20250702.0,C0046,R009,COR012,A007,P3,Closed,Confirmed Suspicious,N,96,2,26.0,N,84553.43
CA005853,AL005853,20250326,20250329.0,C0168,R008,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,4,87.0,Y,25667.59
CA005854,AL005854,20260226,20260228.0,C0103,R005,COR007,A007,P1,SAR Filed,SAR Filed,Y,24,3,68.0,Y,173660.02
CA005857,AL005857,20260213,,C0146,R008,COR005,A007,P1,Open,Pending,N,24,3,,Y,330913.47
CA005858,AL005858,20250914,20250915.0,C0126,R006,COR002,A005,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,2840.52
CA005859,AL005859,20260306,20260306.0,C0079,R010,COR004,A008,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,21986.59
CA005863,AL005863,20250704,,C0067,R007,COR009,A001,P3,Open,Pending,N,96,8,,Y,33381.3
CA005864,AL005864,20260405,20260405.0,C0024,R009,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,26000.0
CA005865,AL005865,20250510,20250510.0,C0041,R004,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,7688.09
CA005866,AL005866,20260508,20260510.0,C0007,R002,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,3,58.0,Y,183000.0
CA005868,AL005868,20260427,20260427.0,C0101,R007,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,71025.85
CA005869,AL005869,20250904,,C0094,R004,COR012,A005,P3,Open,Pending,N,96,3,,N,26831.97
CA005870,AL005870,20251011,20251011.0,C0096,R002,COR007,A003,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,11095.33
CA005872,AL005872,20260310,,C0050,R001,COR005,A002,P2,In Review,Pending,N,48,13,,Y,65000.0
CA005874,AL005874,20251008,20251008.0,C0107,R006,COR005,A002,P3,Closed,Confirmed Suspicious,N,96,1,7.0,N,12176.78
CA005877,AL005877,20250716,20250716.0,C0180,R001,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,112000.0
CA005879,AL005879,20250314,,C0044,R001,COR012,A007,P3,In Review,Pending,N,96,5,,Y,32812.77
CA005883,AL005883,20251113,20251114.0,C0153,R008,COR001,A001,P3,SAR Filed,SAR Filed,Y,96,2,29.0,N,42114.69
CA005884,AL005884,20251219,20251219.0,C0167,R002,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,5079.96
CA005889,AL005889,20260414,20260414.0,C0119,R001,COR010,A005,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,58577.95
CA005890,AL005890,20260522,20260526.0,C0028,R001,COR004,A002,P2,SAR Filed,SAR Filed,Y,48,5,104.0,Y,6740.17
CA005891,AL005891,20251024,20251024.0,C0026,R008,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,16422.0
CA005892,AL005892,20251216,20251216.0,C0057,R002,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,8210.83
CA005893,AL005893,20260601,20260602.0,C0044,R008,COR010,A008,P1,SAR Filed,SAR Filed,Y,24,2,37.0,Y,437000.0
CA005894,AL005894,20260307,,C0011,R005,COR001,A001,P3,In Review,Pending,N,96,0,,N,5848.92
CA005895,AL005895,20260531,20260531.0,C0163,R003,COR010,A004,P1,Closed,False Positive,N,24,1,14.0,N,96845.74
CA005898,AL005898,20250804,20250808.0,C0063,R002,COR010,A003,P2,SAR Filed,SAR Filed,Y,48,5,119.0,Y,14000.0
CA005900,AL005900,20260208,20260211.0,C0169,R003,COR011,A005,P1,Closed,False Positive,N,24,4,88.0,Y,32196.52
CA005901,AL005901,20250521,,C0085,R002,COR009,A004,P2,Open,Pending,N,48,3,,Y,5422.08
CA005903,AL005903,20251111,20251112.0,C0109,R003,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,2,25.0,N,18603.51
CA005904,AL005904,20250912,20250915.0,C0165,R001,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,4,75.0,Y,34327.66
CA005906,AL005906,20251216,20251216.0,C0161,R001,COR004,A004,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,204188.18
CA005908,AL005908,20250216,20250220.0,C0076,R010,COR005,A008,P2,SAR Filed,SAR Filed,Y,48,5,109.0,Y,16100.04
CA005910,AL005910,20250418,20250419.0,C0122,R007,COR011,A002,P2,SAR Filed,SAR Filed,Y,48,2,28.0,N,44619.82
CA005914,AL005914,20250305,20250306.0,C0097,R002,COR004,A006,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,8593.59
CA005916,AL005916,20260404,20260404.0,C0021,R007,COR012,A002,P2,SAR Filed,SAR Filed,Y,48,1,18.0,N,10214.97
CA005919,AL005919,20251008,20251010.0,C0044,R010,COR002,A001,P2,SAR Filed,SAR Filed,Y,48,3,71.0,Y,5825.56
CA005920,AL005920,20250723,20250724.0,C0161,R001,COR001,A002,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,49162.24
CA005921,AL005921,20250427,20250427.0,C0044,R007,COR009,A008,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,75701.67
CA005922,AL005922,20250928,20251003.0,C0100,R001,COR012,A001,P2,SAR Filed,SAR Filed,Y,48,6,130.0,Y,53136.11
CA005925,AL005925,20260305,,C0140,R003,COR007,A006,P1,In Review,Pending,N,24,2,,Y,41283.49
CA005927,AL005927,20250409,,C0141,R007,COR005,A001,P3,Open,Pending,N,96,8,,Y,8686.37
CA005930,AL005930,20250103,20250103.0,C0161,R007,COR001,A005,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,604999.39
CA005931,AL005931,20260222,20260223.0,C0122,R007,COR007,A001,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,5626.1
CA005934,AL005934,20260430,20260502.0,C0077,R010,COR004,A006,P1,SAR Filed,SAR Filed,Y,24,3,69.0,Y,736306.22
CA005935,AL005935,20251125,20251126.0,C0007,R009,COR011,A007,P1,Closed,False Positive,N,24,2,46.0,Y,10218.54
CA005936,AL005936,20250123,,C0039,R003,COR011,A003,P3,In Review,Pending,N,96,2,,N,24000.0
CA005937,AL005937,20251209,20251209.0,C0106,R001,COR007,A007,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,29599.36
CA005938,AL005938,20260310,20260310.0,C0160,R004,COR003,A005,P2,Closed,Confirmed Suspicious,N,48,1,23.0,N,12038.66
CA005939,AL005939,20251014,20251016.0,C0046,R009,COR011,A003,P2,SAR Filed,SAR Filed,Y,48,3,63.0,Y,3611.43
CA005941,AL005941,20251112,20251112.0,C0165,R003,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,323942.47
CA005942,AL005942,20250630,20250703.0,C0128,R003,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,4,73.0,Y,241000.0
CA005943,AL005943,20260306,20260306.0,C0132,R008,COR012,A005,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,35205.5
CA005945,AL005945,20250215,20250217.0,C0118,R001,COR005,A001,P1,Closed,False Positive,N,24,3,59.0,Y,35015.12
CA005947,AL005947,20250305,20250307.0,C0109,R009,COR010,A003,P1,SAR Filed,SAR Filed,Y,24,3,59.0,Y,20469.45
CA005949,AL005949,20250924,20250925.0,C0148,R004,COR012,A003,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,9163.14
CA005950,AL005950,20260411,20260411.0,C0004,R005,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,18393.77
CA005951,AL005951,20250806,20250806.0,C0129,R004,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,47325.02
CA005954,AL005954,20260121,,C0019,R007,COR002,A006,P1,Open,Pending,N,24,1,,Y,16771.93
CA005955,AL005955,20260317,20260319.0,C0132,R003,COR010,A005,P1,SAR Filed,SAR Filed,Y,24,3,64.0,Y,12787.63
CA005957,AL005957,20250715,20250715.0,C0001,R005,COR003,A008,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,21719.8
CA005962,AL005962,20260425,20260429.0,C0131,R008,COR009,A004,P2,SAR Filed,SAR Filed,Y,48,5,109.0,Y,92140.33
CA005967,AL005967,20251017,20251023.0,C0123,R007,COR012,A002,P2,SAR Filed,SAR Filed,Y,48,7,163.0,Y,8341.87
CA005969,AL005969,20260409,20260410.0,C0038,R005,COR008,A002,P2,SAR Filed,SAR Filed,Y,48,2,39.0,N,6368.75
CA005971,AL005971,20250306,20250306.0,C0041,R006,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,1243.66
CA005973,AL005973,20260509,20260509.0,C0064,R003,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,386462.8
CA005976,AL005976,20260402,20260402.0,C0145,R002,COR012,A007,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,24000.0
CA005977,AL005977,20250206,20250208.0,C0055,R001,COR008,A004,P1,SAR Filed,SAR Filed,Y,24,3,55.0,Y,358969.5
CA005979,AL005979,20251210,,C0044,R003,COR006,A006,P1,In Review,Pending,N,24,5,,Y,46463.1
CA005980,AL005980,20250503,20250508.0,C0172,R001,COR002,A006,P2,Closed,Confirmed Suspicious,N,48,6,140.0,Y,63874.05
CA005981,AL005981,20260527,20260528.0,C0161,R003,COR012,A001,P2,SAR Filed,SAR Filed,Y,48,2,37.0,N,11600.46
CA005984,AL005984,20250616,20250616.0,C0032,R006,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,40848.05
CA005987,AL005987,20251011,20251011.0,C0017,R008,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,172000.0
CA005989,AL005989,20250806,20250806.0,C0075,R001,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,11433.26
CA005992,AL005992,20250602,20250603.0,C0043,R007,COR002,A006,P2,Closed,Confirmed Suspicious,N,48,2,41.0,N,207823.71
CA005993,AL005993,20250818,20250818.0,C0102,R006,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,11866.98
CA005994,AL005994,20251118,20251204.0,C0111,R002,COR009,A001,P3,Closed,Confirmed Suspicious,N,96,17,391.0,Y,6629.21
CA005996,AL005996,20260322,20260322.0,C0165,R003,COR011,A003,P1,Closed,False Positive,N,24,1,16.0,N,49616.85
CA005997,AL005997,20250219,20250220.0,C0140,R003,COR003,A008,P1,SAR Filed,SAR Filed,Y,24,2,43.0,Y,176556.17
CA005998,AL005998,20250401,20250402.0,C0156,R008,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,2,38.0,Y,46000.0
CA006000,AL006000,20250904,20250904.0,C0029,R007,COR011,A008,P3,Closed,Confirmed Suspicious,N,96,1,22.0,N,1407.56
CA006001,AL006001,20260222,20260222.0,C0175,R009,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,109000.0
CA006004,AL006004,20250119,20250119.0,C0032,R002,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,15187.52
CA006005,AL006005,20250119,20250122.0,C0094,R002,COR009,A004,P1,SAR Filed,SAR Filed,Y,24,4,90.0,Y,61273.61
CA006006,AL006006,20260217,20260217.0,C0031,R003,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,72000.0
CA006008,AL006008,20251217,20251220.0,C0065,R001,COR002,A005,P2,SAR Filed,SAR Filed,Y,48,4,85.0,Y,3680.22
CA006009,AL006009,20250508,20250508.0,C0178,R006,COR008,A008,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,2479.97
CA006010,AL006010,20250131,20250201.0,C0069,R009,COR009,A004,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,146368.96
CA006012,AL006012,20250213,20250213.0,C0017,R010,COR003,A008,P2,SAR Filed,SAR Filed,Y,48,1,23.0,N,103624.71
CA006014,AL006014,20250221,20250221.0,C0026,R008,COR003,A005,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,14156.38
CA006015,AL006015,20250926,20250926.0,C0006,R001,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,14601.33
CA006021,AL006021,20260127,20260129.0,C0077,R002,COR003,A007,P2,SAR Filed,SAR Filed,Y,48,3,59.0,Y,240000.0
CA006025,AL006025,20260531,20260602.0,C0122,R009,COR001,A003,P3,Closed,Confirmed Suspicious,N,96,3,66.0,N,16362.62
CA006026,AL006026,20260125,20260125.0,C0146,R006,COR012,A007,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,268749.42
CA006027,AL006027,20260405,20260405.0,C0047,R002,COR009,A006,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,291747.6
CA006028,AL006028,20260429,20260429.0,C0083,R002,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,4335.5
CA006029,AL006029,20250630,20250630.0,C0132,R005,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,2106.19
CA006032,AL006032,20260517,20260524.0,C0126,R004,COR008,A003,P2,SAR Filed,SAR Filed,Y,48,8,186.0,Y,12024.0
CA006033,AL006033,20260311,,C0044,R008,COR009,A004,P1,In Review,Pending,N,24,3,,Y,26634.48
CA006034,AL006034,20250215,20250215.0,C0164,R003,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,3685.39
CA006035,AL006035,20250610,20250610.0,C0017,R003,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,94053.52
CA006036,AL006036,20250910,20250910.0,C0149,R002,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,26045.48
CA006037,AL006037,20260318,20260319.0,C0135,R001,COR001,A002,P2,Closed,Confirmed Suspicious,N,48,2,26.0,N,97000.0
CA006038,AL006038,20250605,20250605.0,C0125,R003,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,133997.28
CA006039,AL006039,20250222,20250226.0,C0076,R006,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,5,97.0,Y,9291.85
CA006041,AL006041,20250417,20250424.0,C0021,R008,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,8,188.0,Y,3681.04
CA006042,AL006042,20251120,20251121.0,C0170,R001,COR005,A002,P3,SAR Filed,SAR Filed,Y,96,2,38.0,N,28354.36
CA006043,AL006043,20260110,20260110.0,C0033,R002,COR011,A001,P1,Closed,False Positive,N,24,1,13.0,N,13000.0
CA006045,AL006045,20250810,,C0044,R009,COR010,A004,P1,Open,Pending,N,24,3,,Y,54284.78
CA006046,AL006046,20260116,20260117.0,C0133,R004,COR002,A004,P2,Closed,Confirmed Suspicious,N,48,2,25.0,N,31418.46
CA006048,AL006048,20260127,20260128.0,C0001,R004,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,2,47.0,Y,19939.54
CA006050,AL006050,20250314,20250314.0,C0169,R003,COR007,A002,P2,SAR Filed,SAR Filed,Y,48,1,22.0,N,12628.96
CA006051,AL006051,20250629,,C0070,R003,COR004,A003,P1,Open,Pending,N,24,1,,Y,317504.32
CA006052,AL006052,20260211,20260211.0,C0097,R008,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,20672.41
CA006053,AL006053,20250604,20250607.0,C0170,R008,COR012,A008,P1,SAR Filed,SAR Filed,Y,24,4,87.0,Y,167000.0
CA006054,AL006054,20251229,20251229.0,C0157,R003,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,10258.44
CA006057,AL006057,20260117,20260121.0,C0069,R001,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,4,96.0,Y,1625.25
CA006058,AL006058,20260503,,C0125,R007,COR001,A006,P2,In Review,Pending,N,48,0,,N,184063.47
CA006060,AL006060,20251003,20251003.0,C0117,R002,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,61000.0
CA006065,AL006065,20260222,20260224.0,C0170,R003,COR011,A008,P2,SAR Filed,SAR Filed,Y,48,3,60.0,Y,52000.0
CA006067,AL006067,20250518,20250519.0,C0091,R009,COR002,A001,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,128000.0
CA006070,AL006070,20250612,20250612.0,C0026,R008,COR009,A008,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,24436.46
CA006071,AL006071,20250617,20250620.0,C0095,R002,COR010,A007,P1,Closed,False Positive,N,24,4,76.0,Y,41000.0
CA006075,AL006075,20251123,20251123.0,C0116,R008,COR002,A008,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,264474.8
CA006077,AL006077,20250320,,C0076,R003,COR008,A006,P2,In Review,Pending,N,48,2,,Y,9897.59
CA006078,AL006078,20260317,20260317.0,C0135,R010,COR002,A003,P3,Closed,Confirmed Suspicious,N,96,1,12.0,N,32752.15
CA006080,AL006080,20260109,,C0106,R010,COR003,A007,P3,Open,Pending,N,96,1,,N,10989.16
CA006081,AL006081,20260522,20260522.0,C0157,R001,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,5582.61
CA006082,AL006082,20260317,20260317.0,C0080,R003,COR007,A002,P3,Closed,Confirmed Suspicious,N,96,1,14.0,N,18149.53
CA006085,AL006085,20251223,20251223.0,C0075,R001,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,34944.24
CA006088,AL006088,20251121,20251124.0,C0109,R005,COR002,A006,P2,SAR Filed,SAR Filed,Y,48,4,76.0,Y,12511.23
CA006089,AL006089,20260218,,C0055,R010,COR006,A001,P1,In Review,Pending,N,24,3,,Y,68073.08
CA006091,AL006091,20250917,20250918.0,C0018,R009,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,2,43.0,Y,73834.67
CA006092,AL006092,20260323,20260323.0,C0024,R006,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,37228.46
CA006094,AL006094,20250508,20250508.0,C0156,R007,COR010,A002,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,70885.21
CA006098,AL006098,20250806,,C0157,R003,COR006,A005,P1,In Review,Pending,N,24,3,,Y,17569.44
CA006103,AL006103,20260527,20260602.0,C0170,R007,COR006,A008,P2,SAR Filed,SAR Filed,Y,48,7,164.0,Y,12989.25
CA006104,AL006104,20250401,20250402.0,C0038,R003,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,2,27.0,Y,40322.36
CA006105,AL006105,20250606,20250607.0,C0146,R001,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,643385.65
CA006106,AL006106,20250819,20250819.0,C0116,R010,COR001,A006,P2,Closed,False Positive,N,48,1,20.0,N,28555.83
CA006107,AL006107,20251215,20251219.0,C0099,R008,COR004,A006,P1,Closed,False Positive,N,24,5,99.0,Y,23000.0
CA006109,AL006109,20250305,20250306.0,C0055,R007,COR006,A001,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,14392.76
CA006111,AL006111,20250305,20250305.0,C0020,R008,COR012,A003,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,270639.2
CA006112,AL006112,20250113,20250113.0,C0033,R005,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,88161.38
CA006116,AL006116,20250701,20250701.0,C0065,R003,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,6552.33
CA006118,AL006118,20251022,20251022.0,C0044,R002,COR002,A007,P1,Closed,False Positive,N,24,1,11.0,N,97000.0
CA006119,AL006119,20260131,20260131.0,C0147,R003,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,57652.84
CA006120,AL006120,20260213,20260213.0,C0165,R009,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,112919.94
CA006122,AL006122,20250901,20250903.0,C0036,R010,COR006,A003,P2,SAR Filed,SAR Filed,Y,48,3,53.0,Y,15000.0
CA006124,AL006124,20250606,20250606.0,C0007,R003,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,163270.99
CA006125,AL006125,20250923,20250923.0,C0115,R003,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,99000.0
CA006126,AL006126,20250310,20250312.0,C0116,R002,COR003,A006,P1,SAR Filed,SAR Filed,Y,24,3,57.0,Y,487282.59
CA006128,AL006128,20251014,20251015.0,C0011,R008,COR010,A001,P2,SAR Filed,SAR Filed,Y,48,2,39.0,N,12000.0
CA006129,AL006129,20260514,20260517.0,C0127,R001,COR002,A008,P1,SAR Filed,SAR Filed,Y,24,4,75.0,Y,8668.76
CA006132,AL006132,20250325,20250325.0,C0177,R002,COR003,A005,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,218000.0
CA006134,AL006134,20260115,20260116.0,C0039,R003,COR007,A008,P2,SAR Filed,SAR Filed,Y,48,2,37.0,N,102688.35
CA006135,AL006135,20250112,20250115.0,C0021,R002,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,4,84.0,Y,23000.0
CA006137,AL006137,20250624,20250624.0,C0032,R010,COR003,A005,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,135237.48
CA006138,AL006138,20251009,,C0027,R009,COR009,A003,P3,In Review,Pending,N,96,8,,Y,24015.89
CA006139,AL006139,20250924,,C0095,R003,COR011,A006,P2,In Review,Pending,N,48,5,,Y,2722.27
CA006143,AL006143,20260531,20260531.0,C0180,R003,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,1,22.0,N,7103.68
CA006144,AL006144,20260126,20260129.0,C0070,R005,COR005,A007,P3,Closed,Confirmed Suspicious,N,96,4,74.0,N,20269.56
CA006151,AL006151,20260112,20260112.0,C0141,R003,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,161707.59
